 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10
   1861,         0.0106,         0.0059,         0.0000,         0.0102,         0.0000,         0.0003,         0.0076,         5.9263,        10.7471,        11.2195,        10.9503,         9.9255,         9.1186,         8.6167,         8.3401,         8.2168
   1862,         0.0105,         0.0059,         0.0000,         0.0102,         0.0000,         0.0003,         0.0075,         5.8885,        10.7121,        11.2004,        10.9439,         9.9272,         9.1210,         8.6185,         8.3412,         8.2177
   1863,         0.0104,         0.0059,         0.0000,         0.0101,         0.0000,         0.0003,         0.0075,         5.8526,        10.6778,        11.1814,        10.9374,         9.9288,         9.1233,         8.6202,         8.3424,         8.2187
   1864,         0.0104,         0.0060,         0.0000,         0.0100,         0.0000,         0.0003,         0.0074,         5.8168,        10.6439,        11.1618,        10.9303,         9.9303,         9.1256,         8.6219,         8.3436,         8.2196
   1865,         0.0103,         0.0020,         0.0000,         0.0100,         0.0000,         0.0003,         0.0074,         5.7809,        10.5837,        11.1415,        10.9228,         9.9317,         9.1279,         8.6237,         8.3448,         8.2206
   1866,         0.0102,         0.0003,         0.0000,         0.0099,         0.0000,         0.0003,         0.0073,         5.7458,        10.4583,        11.1199,        10.9153,         9.9332,         9.1302,         8.6254,         8.3460,         8.2215
   1867,         0.0102,         0.0003,         0.0000,         0.0099,         0.0000,         0.0003,         0.0073,         5.7090,        10.3351,        11.0954,        10.9075,         9.9345,         9.1325,         8.6271,         8.3472,         8.2225
   1868,         0.0101,         0.0003,         0.0000,         0.0098,         0.0000,         0.0003,         0.0072,         5.6710,        10.2175,        11.0687,        10.8993,         9.9358,         9.1348,         8.6289,         8.3484,         8.2234
   1869,         0.0100,         0.0003,         0.0000,         0.0097,         0.0000,         0.0003,         0.0072,         5.6323,        10.1053,        11.0399,        10.8907,         9.9370,         9.1371,         8.6306,         8.3496,         8.2244
   1870,         0.0100,         0.0003,         0.0000,         0.0097,         0.0000,         0.0003,         0.0072,         5.5923,         9.9975,        11.0092,        10.8815,         9.9382,         9.1393,         8.6323,         8.3508,         8.2254
   1871,         0.0099,         0.0003,         0.0000,         0.0096,         0.0000,         0.0003,         0.0071,         5.5524,         9.8948,        10.9772,        10.8721,         9.9393,         9.1416,         8.6341,         8.3520,         8.2263
   1872,         0.0098,         0.0003,         0.0000,         0.0095,         0.0000,         0.0003,         0.0071,         5.5099,         9.7947,        10.9431,        10.8616,         9.9403,         9.1438,         8.6358,         8.3532,         8.2273
   1873,         0.0097,         0.0003,         0.0000,         0.0094,         0.0000,         0.0003,         0.0070,         5.4673,         9.6982,        10.9077,        10.8506,         9.9412,         9.1460,         8.6375,         8.3544,         8.2283
   1874,         0.0097,         0.0003,         0.0000,         0.0094,         0.0000,         0.0003,         0.0070,         5.4269,         9.6068,        10.8722,        10.8396,         9.9421,         9.1482,         8.6393,         8.3556,         8.2293
   1875,         0.0095,         0.0003,         0.0001,         0.0092,         0.0000,         0.0003,         0.0069,         5.3879,         9.5201,        10.8368,        10.8284,         9.9429,         9.1504,         8.6410,         8.3568,         8.2302
   1876,         0.0095,         0.0003,         0.0000,         0.0092,         0.0000,         0.0003,         0.0068,         5.3452,         9.4339,        10.7992,        10.8159,         9.9436,         9.1526,         8.6427,         8.3580,         8.2312
   1877,         0.0094,         0.0003,         0.0000,         0.0092,         0.0000,         0.0003,         0.0068,         5.3007,         9.3490,        10.7601,        10.8025,         9.9441,         9.1547,         8.6445,         8.3593,         8.2322
   1878,         0.0094,         0.0003,         0.0000,         0.0091,         0.0000,         0.0003,         0.0067,         5.2588,         9.2682,        10.7214,        10.7889,         9.9446,         9.1569,         8.6462,         8.3605,         8.2332
   1879,         0.0093,         0.0003,         0.0000,         0.0090,         0.0000,         0.0003,         0.0067,         5.2171,         9.1901,        10.6824,        10.7749,         9.9450,         9.1590,         8.6479,         8.3617,         8.2341
   1880,         0.0092,         0.0003,         0.0000,         0.0089,         0.0000,         0.0003,         0.0066,         5.1743,         9.1134,        10.6425,        10.7601,         9.9453,         9.1611,         8.6497,         8.3629,         8.2351
   1881,         0.0091,         0.0003,         0.0000,         0.0089,         0.0000,         0.0003,         0.0066,         5.1315,         9.0384,        10.6021,        10.7447,         9.9455,         9.1632,         8.6514,         8.3641,         8.2361
   1882,         0.0091,         0.0003,         0.0000,         0.0088,         0.0000,         0.0003,         0.0065,         5.0907,         8.9666,        10.5621,        10.7291,         9.9455,         9.1653,         8.6531,         8.3654,         8.2371
   1883,         0.0090,         0.0003,         0.0000,         0.0087,         0.0000,         0.0003,         0.0065,         5.0531,         8.8984,        10.5231,        10.7135,         9.9456,         9.1673,         8.6549,         8.3666,         8.2381
   1884,         0.0089,         0.0003,         0.0000,         0.0087,         0.0000,         0.0003,         0.0064,         5.0201,         8.8347,        10.4857,        10.6983,         9.9457,         9.1694,         8.6566,         8.3678,         8.2391
   1885,         0.0089,         0.0003,         0.0000,         0.0086,         0.0000,         0.0003,         0.0064,         4.9833,         8.7709,        10.4472,        10.6821,         9.9456,         9.1715,         8.6583,         8.3691,         8.2401
   1886,         0.0088,         0.0003,         0.0000,         0.0085,         0.0000,         0.0003,         0.0063,         4.9403,         8.7049,        10.4062,        10.6644,         9.9453,         9.1735,         8.6600,         8.3703,         8.2411
   1887,         0.0087,         0.0003,         0.0000,         0.0085,         0.0000,         0.0003,         0.0063,         4.8997,         8.6412,        10.3656,        10.6464,         9.9448,         9.1755,         8.6617,         8.3715,         8.2421
   1888,         0.0087,         0.0003,         0.0000,         0.0084,         0.0000,         0.0003,         0.0062,         4.8606,         8.5793,        10.3253,        10.6282,         9.9443,         9.1774,         8.6635,         8.3728,         8.2431
   1889,         0.0086,         0.0003,         0.0000,         0.0083,         0.0000,         0.0003,         0.0062,         4.8224,         8.5187,        10.2849,        10.6095,         9.9436,         9.1794,         8.6652,         8.3740,         8.2440
   1890,         0.0085,         0.0003,         0.0000,         0.0083,         0.0000,         0.0003,         0.0061,         4.7844,         8.4591,        10.2445,        10.5905,         9.9428,         9.1813,         8.6669,         8.3752,         8.2451
   1891,         0.0085,         0.0003,         0.0000,         0.0082,         0.0000,         0.0003,         0.0061,         4.7437,         8.3986,        10.2027,        10.5703,         9.9418,         9.1832,         8.6686,         8.3765,         8.2461
   1892,         0.0084,         0.0003,         0.0000,         0.0081,         0.0000,         0.0003,         0.0060,         4.7104,         8.3431,        10.1636,        10.5510,         9.9408,         9.1851,         8.6703,         8.3777,         8.2471
   1893,         0.0083,         0.0003,         0.0000,         0.0081,         0.0000,         0.0003,         0.0060,         4.6807,         8.2911,        10.1263,        10.5322,         9.9399,         9.1870,         8.6721,         8.3790,         8.2481
